Host Name,OS,OS - EOL RATING,LOCATION,REGION,System Classification,Applications / Business Processes / functions ,APPLICATION,"VBP, DR, or SLA",Brand,Model,Type / Product #,Serial Number,MODEL - EOL RATING,MODEL,Location Address,Location,,APPLICATION,APPLICATION
JPQTYOCTVS220,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,SUNSET,BL460c G7 ,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYOCTVS230,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,SUNSET,BL460c G7 ,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYOCTVS310,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,SUNSET,BL460c G7 ,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYOCTWB040,W2008,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC 7F,#N/A,#N/A
JPQTYOCTWB060,W2008,SUNSET,UNKNOWN,API,Development,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYOCTWB070,W2008,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC 7F,#N/A,#N/A
JPQTYOCTWB080,W2008,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC 7F,#N/A,#N/A
JPQTYOCTWB110,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYOCTWB120,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC 7F,#N/A,#N/A
JPQTYOCTWB130,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC 7F,#N/A,#N/A
JPQTYOCTWB140,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYOCTWB160,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYOCTWB171,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYOCTWB172,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYOCTWB190,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYOCTWB200,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYODCAP020,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYODCAP030,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCAP040,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCAP050,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYODCAP060,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYODCAP070,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,B? B1,#N/A,#N/A
JPQTYODCAP080,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,B? B1,#N/A,#N/A
JPQTYODCAP090,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCAP100,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCAP110,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCBK010,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCDB020,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYODCDC010,W2008,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC 7F,#N/A,#N/A
JPQTYODCFS011,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,DL360 G9,,,,#N/A,#N/A
JPQTYODCFS012,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,DL360 G9,,,,#N/A,#N/A
JPQTYODCFS020,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCFS030,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCFS040,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYODCFS050,W2008,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
JPQTYODCFS060,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCLA010,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCLA020,W2012,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCMN030,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCMN040,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCMN050,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCMN060,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCMN070,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCRA010,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
JPQTYODCVS041,W2012 R2,MAINSTREAM,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,DL360 G9,,,,#N/A,#N/A
JPQTYODCVS050,W2012 R2,,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,SUNSET,BL460c G7 ,,,,#N/A,#N/A
JPQTYODCVS060,W2012 R2,,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,SUNSET,BL460c G7 ,,,,#N/A,#N/A
JPQTYODCVS070,W2012 R2,,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,SUNSET,BL460c G7 ,,,,#N/A,#N/A
JPQTYODCVS080,W2012 R2,,IBM Nanko DC,API,Pre-Production,,#N/A,,,,,,SUNSET,BL460c G7 ,,,,#N/A,#N/A
JPQTYODCWB020,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,B? B1,#N/A,#N/A
JPQTYODCWB030,W2008 R2,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
JPSDAABI01,SUSE 11,MAINSTREAM,IBM Makuhari DC,API,Sandbox,,#N/A,,,,,,MAINSTREAM,BL460C G9,,,,#N/A,#N/A
JPSDAABI02,SUSE 11,MAINSTREAM,IBM Makuhari DC,API,Sandbox,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
MAPDUBPLDC010,W2008 R2,SUNSET,IE - Dublin,EUTD,Production,Manufacturing DC,#N/A,,HP,Proliant DL380P G8,Unknown,CZ23080472,MAINSTREAM,DL380P G8,"Astellas Ireland Co., Limited Damastown Road Damastown Industrial Park Mulhuddart Dublin 15",Ireland / Dublin,,#N/A,#N/A
MAPKILPLDC010,W2008 R2,SUNSET,IE - Kerry,EUTD,Production,Manufacturing Domain Controller,#N/A,,HP,ProLiant DL 380,Unknown,CZ23080474,EXIT,DL380 ,"Astellas Ireland Co., Limited Kilorglin County Kerry",Ireland / Killorglin Co. Kerry,,#N/A,#N/A
MAPMPPPLDC010,W2008 R2,SUNSET,NL - Meppel,EUTD,Production,Manufacturing DC,#N/A,,Virtual,Virtual,,Virtual,MAINSTREAM,VIRTUAL,NA,MEPPLE Netherland,IBM??DC A? 4F,#N/A,#N/A
MAPMPPPLDC020,W2008 R2,SUNSET,NL - Meppel,EUTD,Production,Manufacturing DC,#N/A,,Virtual,Virtual,,Virtual,MAINSTREAM,VIRTUAL,NA,MEPPLE Netherland,IBM??DC A? 4F,#N/A,#N/A
MV-WFS02,W2003,EXIT,US - RTP,AUS,Production,File share,#N/A,,HP,Proliant DL380 G5,,2UX833016P,EXIT,DL380 G5,"Bldg. 302, 1st floor. 3039 E. Cornwallis Rd, Raleigh, NC 27709",IBM Raleigh,IBM??DC 7F,#N/A,#N/A
MV-WFS03,W2008 R2,SUNSET,US - RTP,AUS,Production,File share,#N/A,,HP,Proliant DL360 G5,,MXQ834A1T5,EXIT,DL360 G5,"Bldg. 302, 1st floor. 3039 E. Cornwallis Rd, Raleigh, NC 27709",IBM Raleigh,IBM??DC 7F,#N/A,#N/A
PREFECT,W2003,EXIT,US - Northbrook,AUS,Production,AST Domain Controller (US.Astellas.net) PDC Server – AMHQ,#N/A,SILVER,HP,Proliant DL580 G2,Unknown,EA0MMFT33S,EXIT,DL580 G2,"1 Astellas Way, Northbrook, IL 60062",AST Northbrook,IBM??DC A? 4F,#N/A,#N/A
PS010NLLE11,W2003,EXIT,NL - Leiden,APEL,Production,AST_PRINT_RSM_P,#N/A,SILVER,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Netherlands / BE Leiden,,#N/A,#N/A
PS030IEDU11,W2003,EXIT,IE - Dublin,EUTD,Production,Print Server,#N/A,GOLD,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Dublin,,#N/A,#N/A
SAPDEMUCDB010,W2003,EXIT,DE - DCS,APEL,Validation,DOCUBRIDGE_VAL,#N/A,SILVER,HP,ProLiant DL380 G6,Physical,CZC9222ZVP,SUNSET,DL380 G6,NA,"DCS, Germany Frankfurt",,#N/A,#N/A
SAPDEMUCDB020,W2003,EXIT,DE - DCS,APEL,Production,DOCUBRIDGE_PRD,#N/A,SILVER,HP,ProLiant DL380 G6,Physical,CZC92443LV,SUNSET,DL380 G6,NA,"DCS, Germany Frankfurt",,#N/A,#N/A
SAPEBVNLBKA10,W2003,EXIT,UNKNOWN,API,Production,,#N/A,,,,,,EXIT,DL385,,,IBM??DC A? 4F,#N/A,#N/A
SAPICNTRAP090,W2003 R2,EXIT,IBM Makuhari DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
SAPUSDALBK010,W2003 R2,EXIT,Dallas DC,API,Production,,#N/A,,,,,,SUNSET,DL380 G6,,,,#N/A,#N/A
SAPUSDALBK010,W2003,EXIT,US - BLD,AUS,Production,AST MAGIC Replication Environment Prod App Server,#N/A,SILVER,HP,Proliant DL380 G6,Unknown,JPT9331SHA,SUNSET,DL380 G6,"Bldg. 9, 1st floor.6300 Diagonal Hwy, Boulder, CO 80301",IBM Boulder,IBM??DC A? 4F,#N/A,#N/A
SAPUSDALDB070,W2003,EXIT,US - BLD,AUS,Validation,AST MAGIC Validation ,#N/A,BRONZE,HP,Proliant DL380 G7,Unknown,2M220200UU,MAINSTREAM,DL380 G7,"Bldg. 9, 1st floor.6300 Diagonal Hwy, Boulder, CO 80301",IBM Boulder,IBM??DC A? 4F,#N/A,#N/A
SAPUSDALDB080,W2003,EXIT,US - BLD,AUS,Production,AST MAGIC Production Server,#N/A,SILVER,HP,Proliant DL380 G7,Unknown,2M220200UV,MAINSTREAM,DL380 G7,"Bldg. 9, 1st floor.6300 Diagonal Hwy, Boulder, CO 80301",IBM Boulder,IBM??DC A? 4F,#N/A,#N/A
SAPUSHQZAP020,W2003,EXIT,US - BLD,AUS,Production,AST Argus Insight BI DR App Server,#N/A,SILVER,HP,Proliant DL360 G5,Unknown,MXQ741026D,EXIT,DL360 G5,"Bldg. 9, 1st floor.6300 Diagonal Hwy, Boulder, CO 80301",IBM Boulder,B? B1,#N/A,#N/A
SAPUSHQZDB020,W2003,EXIT,US - BLD,AUS,Production,AST Argus Oracle DR DB Server,#N/A,SILVER,HP,Proliant DL380 G5,Unknown,USE745N6K7,EXIT,DL380 G5,"Bldg. 9, 1st floor.6300 Diagonal Hwy, Boulder, CO 80301",IBM Boulder,IBM??DC A? 4F,#N/A,#N/A
SAPUSHQZWB010,W2003,EXIT,US - BLD,AUS,Production,AST Argus DR Web Server,#N/A,SILVER,HP,Proliant DL360 G5,Unknown,MXQ7410226,EXIT,DL360 G5,"Bldg. 9, 1st floor.6300 Diagonal Hwy, Boulder, CO 80301",IBM Boulder,IBM??DC 7F,#N/A,#N/A
SAPUSHQZWB020,W2003,EXIT,US - BLD,AUS,Production,AST Argus Insight DR Web Server,#N/A,SILVER,HP,Proliant DL360 G5,Unknown,MXQ7410244,EXIT,DL360 G5,"Bldg. 9, 1st floor.6300 Diagonal Hwy, Boulder, CO 80301",IBM Boulder,Dallas???????,#N/A,#N/A
SCANRSRV,W2003,EXIT,US - Northbrook,AUS,Production,AST Document Scanner Management Prod App Server,#N/A,SILVER,HP,Proliant DL380 G2,Unknown,D139JZG1R315,MAINSTREAM,DL380 G2,"1 Astellas Way, Northbrook, IL 60062",AST Northbrook,B? B1,#N/A,#N/A
SCNTRAD010,W2008,SUNSET,JP - Nanko DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SCNTRAD020,W2008,SUNSET,JP - Nanko DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SCNTRAP1I0,W2008,SUNSET,JP - Nanko DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SCNTRAP1T0,W2003 R2,EXIT,IBM Makuhari DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
SCNTRAP1W0,W2008 R2,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
SCNTRAP310,W2003 R2,EXIT,IBM Makuhari DC,API,Production,,#N/A,,,,,,EXIT,DL360 G5,,,,#N/A,#N/A
SCNTRAP340,W2008,SUNSET,JP - Nanko DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SCNTRAP610,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c,,,,#N/A,#N/A
SCNTRAP620,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c,,,,#N/A,#N/A
SCNTRAP630,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c,,,,#N/A,#N/A
SCNTRAP761,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,EXIT,DL785 G6,,,,#N/A,#N/A
SCNTRAP762,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,EXIT,DL785 G6,,,,#N/A,#N/A
SCNTRAP771,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c G6,,,,#N/A,#N/A
SCNTRAP772,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c G6,,,,#N/A,#N/A
SCNTRAP781,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c G6,,,,#N/A,#N/A
SCNTRAP782,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c G6,,,,#N/A,#N/A
SCNTRDB0H0,W2008,SUNSET,JP - Nanko DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SCNTRDB0N0,W2008,SUNSET,JP - Nanko DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SCNTRDB1A0,W2008,SUNSET,JP - Nanko DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SCNTRDB1F0,W2008,SUNSET,JP - Nanko DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SCNTRDB1K0,W2008,SUNSET,JP - Nanko DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SCNTRDB1M0,W2008,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SCNTRDB1V0,W2008,SUNSET,JP - Nanko DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SCNTRDB250,W2008,SUNSET,JP - Nanko DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SCNTRDB360,W2003 R2,EXIT,IBM Makuhari DC,API,Production,,#N/A,,,,,,EXIT,DL360 G5,,,,#N/A,#N/A
SCNTRDB460,W2008 R2,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
SCNTRDB590,W2008 R2,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c,,,,#N/A,#N/A
SCNTRDB600,W2008 R2,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c,,,,#N/A,#N/A
SCNTRDB610,W2008 R2,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c,,,,#N/A,#N/A
SCNTRDB621,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c,,,,#N/A,#N/A
SCNTRDB622,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c,,,,#N/A,#N/A
SCNTRDB631,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c,,,,#N/A,#N/A
SCNTRDB632,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c,,,,#N/A,#N/A
SCNTRMN140,W2008 R2,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SCNTRMN150,W2008 R2,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SCNTRMN160,W2008 R2,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,,#N/A,#N/A
SCNTRMN170,W2008 R2,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SCNTRMN190,W2008 R2,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,MAINSTREAM,BL460c G8,,,,#N/A,#N/A
SCNTRSN120,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c,,,,#N/A,#N/A
SCNTRSN130,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,BL460c,,,,#N/A,#N/A
SCNTRTR0A0,W2008,SUNSET,JP - Nanko DC,API,Pre-Production,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SDISRAP230,W2008,SUNSET,JP - Nanko DC,API,Disaster Recovery,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC 7F,#N/A,#N/A
SDISRDH010,W2008,SUNSET,JP - Nanko DC,API,Disaster Recovery,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC 7F,#N/A,#N/A
SDMZVS010,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,DL360 G6,,,,#N/A,#N/A
SDMZVS020,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,SUNSET,DL360 G6,,,,#N/A,#N/A
SDMZWB090,W2008 R2,SUNSET,JP - Nanko DC,API,Disaster Recovery,,#N/A,,,,,,EXIT,DL360 G5,,,IBM??DC A? 4F,#N/A,#N/A
SDMZWB100,W2008,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,MAINSTREAM,DL360 G7,,,,#N/A,#N/A
SDMZWB100[CSTB],W2008,SUNSET,JP - Nanko DC,API,Production,,#N/A,,,,,,MAINSTREAM,DL360 G7,,,IBM??DC A? 4F,#N/A,#N/A
SDMZWB110,W2008 R2,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,MAINSTREAM,DL360 G7,,,,#N/A,#N/A
SDMZWB110[CSTB],W2008 R2,SUNSET,JP - Makuhari DC,API,Production,,#N/A,,,,,,MAINSTREAM,DL360 G7,,,,#N/A,#N/A
SDMZWB120,W2008 R2,SUNSET,JP - Nanko DC,API,Disaster Recovery,,#N/A,,,,,,EXIT,DL360 G4p,,,IBM??DC 7F,#N/A,#N/A
SKASMMN030,W2008 R2,SUNSET,JP - Nanko DC,API,Disaster Recovery,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SKASMMN040,W2008 R2,SUNSET,JP - Nanko DC,API,Disaster Recovery,,#N/A,,,,,,MAINSTREAM,VIRTUAL,,,IBM??DC A? 4F,#N/A,#N/A
SM020DEMU11,W2003,EXIT,DE - Munich,APEL,Production,AST_SERVICE_RSM_TRENDMICRO /AST_RSM_DEMU_IS_PRD,#N/A,BRONZE,HP,Proliant DL380 G4,378739-421,GB8632H49D,MAINSTREAM,DL380 G4,Astellas Pharma GmbH George-Brauchle-Ring 64-66 80992 Munich,Germany / Munich,,#N/A,#N/A
SM030IEDU11,W2008 R2,SUNSET,IE - Dublin,EUTD,Production,vCentre Server,#N/A,,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Dublin,,#N/A,#N/A
SM030IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Production,vCentre Server,#N/A,GOLD,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Killorglin Co. Kerry,,#N/A,#N/A
SM040IEDU11,W2008 R2,SUNSET,IE - Dublin,EUTD,Production,SAN Mgmt Server,#N/A,,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Dublin,,#N/A,#N/A
SM040IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Production,SAN Management Server (Site 1),#N/A,GOLD,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Killorglin Co. Kerry,,#N/A,#N/A
SM050IEDU11,W2008 R2,SUNSET,IE - Dublin,EUTD,Production,SAN Mgmt Backup Server,#N/A,,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Dublin,,#N/A,#N/A
SM050IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Production,SAN Management Server (Site 2),#N/A,GOLD,Virtual,Virtual,Virtual,Virtual,MAINSTREAM,VIRTUAL,NA,Ireland / Killorglin Co. Kerry,,#N/A,#N/A
SM060IEKI11,W2008 R2,SUNSET,IE - Kerry,EUTD,Production,Tape Backup Server,#N/A,GOLD,Physical,ProLiant BL465c G7,Unknown,CZ3211BENW,SUNSET,BL465c G7,"Astellas Ireland Co., Limited Kilorglin County Kerry",Ireland / Killorglin Co. Kerry,,#N/A,#N/A
SPS-FINLAND,W2003,EXIT,FI - Espoo,APEL,Non- Production,AST_RSM_FIES,#N/A,BRONZE,HP,Proliant DL360 G5,Unknown,GB8808C71L,EXIT,DL360 G5,,Finland /Espoo,,#N/A,#N/A
SPS-NORDIC,W2003,EXIT,DK - Kastrup,APEL,Non- Production,AST_RSM_DKGL,#N/A,BRONZE,HP,Proliant DL380 G5,Unknown,CZC806495P,EXIT,DL380 G5,,Denmark / Kastrup,,#N/A,#N/A
SPS-NORWAY,W2003,EXIT,NO - Asker,APEL,Non- Production,AST_RSM_NOAS,#N/A,BRONZE,HP,Proliant DL360 G5,,GB8808C70M,EXIT,DL360 G5,,Norway / Asker,IBM??DC A? 4F,#N/A,#N/A
STKHGAPA20,W2008,SUNSET,JP - Tsukuba,API,Production,,#N/A,,,,,,MAINSTREAM,DL360 G7,,,IBM??DC A? 4F,#N/A,#N/A
STSRCDB130,W2008,SUNSET,JP - Tsukuba,API,Production,,#N/A,,,,,,SUNSET,DL580 G5,,,IBM??DC A? 4F,#N/A,#N/A
STSRCDB140,W2008,SUNSET,JP - Tsukuba,API,Production,,#N/A,,,,,,SUNSET,DL580 G5,,,IBM??DC A? 4F,#N/A,#N/A
STSRCDB150,W2008,SUNSET,JP - Tsukuba,API,Production,,#N/A,,,,,,SUNSET,DL360 G6,,,,#N/A,#N/A
STSRCDBAG0,W2003 R2,EXIT,JP - Tsukuba,API,Production,,#N/A,,,,,,EXIT,ML370 G5,,,IBM??DC A? 4F,#N/A,#N/A
