Host Name,OS,LOCATION,REGION,Environment,APPLICATION,MODEL
ASPDFWDCAP090,W2008 R2,US - BLD,AUS,Production,AST Prod Global Submit Server,DL380 G7
ASPDFWDCAP100,W2008 R2,US - BLD,AUS,Production,AST PROD  InputAccel  e-input ,VIRTUAL
ASPDFWDCAP110,W2008 R2,US - BLD,AUS,Production,AST PROD  InputAccel  e-input ,VIRTUAL
ASPDFWDCAP120,W2008 R2,US - BLD,AUS,Production,AST PROD  InputAccel  e-input  Scan,VIRTUAL
ASPDFWDCAP140,W2008 R2,US - BLD,AUS,Production,AFFECT Smartsupplies Forecasting ,DL360 G8
ASPDFWDCAP150,W2008 R2,US - BLD,AUS,Production,AST PROD ADMS,VIRTUAL
ASPDFWDCAP160,W2008 R2,US - BLD,AUS,FUTURE PROD,Windows Quest Password Manager,VIRTUAL
ASPDFWDCAP170,W2008 R2,US - BLD,AUS,FUTURE PROD,Windows Quest Password Manager,VIRTUAL
ASPDFWDCAP190,W2008 R2,US - BLD,AUS,Production,SFA ID Mgmt -PingOne,VIRTUAL
ASPDFWDCAP210,W2008 R2,US - BLD,AUS,Production,AST PROD  DevTrack,VIRTUAL
ASPDFWDCDT011,W2008 R2,US - BLD,AUS,Production,AST SCCM Prod Server,DL380 G7
ASPDFWDCSP010,W2008 R2,US - BLD,AUS,Production,AST Windows SP Server,DL380 G7
ASPDFWDCSP020,W2008 R2,US - BLD,AUS,Production,PROD Intranet Index\App,X3550 M4
ASPDFWDCSP030,W2008 R2,US - BLD,AUS,Production,AST PROD SharePoint Intranet ,X3550 M4
ASPDFWDCSP040,W2008 R2,US - BLD,AUS,Production,AST PROD SharePoint Intranet,X3550 M4
ASPDFWDCSP050,W2008 R2,US - BLD,AUS,Production,AST PROD SharePoint Extranet,X3550 M4
ASPDFWDCSP060,W2008 R2,US - BLD,AUS,Production,AST PROD SharePoint Extranet,X3550 M4
ASPDFWDCSP070,W2008 R2,US - BLD,AUS,Production,AST PROD SharePoint Extranet,X3550 M4
ASPDFWDCTG010,W2008 R2,US - BLD,AUS,Production,AST PROD  Windows TMG  /SharePoint Extranet – FCP,DL380 G7
ASPDFWDCTM010,W2003,US - BLD,AUS,Production,AST eCDT Express Citrix,DL380 G7
ASPDFWDCTM020,W2003,US - BLD,AUS,Production,AST eCTDXPress Citrix Server,DL360 G7
ASPDFWDCTM170,W2008 R2,US - BLD,AUS,FUTURE PROD,Windows Quest Password Manager,VIRTUAL
ASPDFWDCVS020,W2008 R2,US - BLD,AUS,Production,AST PROD  Excel Report Generation / iAlert,VIRTUAL
ASPMANDCAP010,W2003,US - Northbrook,AUS,DEV,AST READSOFT APPLICATION SERVER - AMHQ,DL380 G5
ASPMFHDRAP010,W2008 R2,US - RTP,AUS,Production,AST PMO Workflow,DL380 G7
ASPMFHDRAP190,W2008 R2,US - BLD,AUS,Production,AST PROD SFA ID Management /PingOne,VIRTUAL
ASPMFHDRDB010,W2008 R2,US - RTP,AUS,Production,AST PMO Workflow,DL380 G7
ASPMFHDRDB030,W2008 R2,US - BLD,AUS,Production,AST PROD DB server,DL380 G7
ASPMFHDRWB030,W2008 R2,US - BLD,AUS,Production,AST PROD Web server,DL380 G7
ASPMNZDCSP010,W2008 R2,US - RTP,AUS,QA /UAT,AST SharePoint Web Front End Node 1 (Extranet QA),X3550 M4
ASPMNZDCSP020,W2008 R2,US - RTP,AUS,QA /UAT,AST SharePoint Web Front End Node 2 (Extranet QA),X3550 M4
ASPMNZDCSP030,W2008 R2,US - RTP,AUS,QA /UAT,AST SharePoint Web Front End Node 1 (Stage Intranet),X3550 M4
ASPMNZDCSP040,W2008 R2,US - RTP,AUS,QA /UAT,AST SharePoint Web Front End Node 2 (Stage Intranet),X3650 M4
ASPMNZDCSP050,W2008 R2,US - RTP,AUS,QA /UAT,AST SharePoint Central ADMIN\Index 1 (Stage Intranet),X3550 M4
ASPMNZDCSP060,W2008 R2,US - RTP,AUS,QA /UAT,AST SharePoint Central ADMIN\Index 2 (Extranet QA),X3550 M4
ASPMNZDCVS020,W2008,US - BLD,AUS,Production,Autonomy ALH ECA App server,VIRTUAL
ASPMNZDCVS030,W2008,US - BLD,AUS,Production,Autonomy ALH Connector Collector,VIRTUAL
ASPNYCFFP010,W2008,US - Farmingdale,AUS,Production,File and Print Server + DHCP Server,DL360P G8
ASPOKCPLDC010,W2008,US - Norman,AUS,Production,,VIRTUAL
ASPOKCPLVS010,W2008,US - Norman,AUS,Production,,DL360 G6
ASPRDUDCAG010,W2008 R2,US - RTP,AUS,DEV,IBM Citrix NetScaler VPX,X3550 M3
ASPRDUDCCA010,W2008 R2,US - RTP,AUS,Production,NDES,VIRTUAL
asprdudcdb011,RHEL 6.5,US - RTP,AUS,Dev,MDD (SAP Data base),DL380 G8
asprdudcdb012,RHEL 6.5,US - RTP,AUS,QA,MGD Application,DL380 G8
ASPRDUDCDB020,W2008 R2,US - RTP,AUS,Production,Citrix servers,VIRTUAL
ASPRDUDCDB030,W2008 R2,US - RTP,AUS,QA,AST Sharepoint SQL Cluster (ASPRDUDCDB030c),X3650
ASPRDUDCDB040,W2008 R2,US - RTP,AUS,QA,AST Sharepoint SQL Cluster (ASPRDUDCDB030c),X3650
ASPRDUDCDC020,W2008,US - RTP,AUS,Production,Domain controller,VIRTUAL
ASPRDUDCDC030,W2008 R2,US - RTP,AUS,Production,Domain controller,VIRTUAL
ASPRDUDCDC040,W2008,US - RTP,AUS,Production,Domain controller,X3550 M4
ASPRDUDCDH010,W2008 R2,US - RTP,AUS,Production,AST DHCP,VIRTUAL
ASPRDUDCEX011,W2008 R2,US - RTP,AUS,Production,Exchange Mailbox Server,X240 Compute Node
ASPRDUDCEX021,W2008 R2,US - RTP,AUS,DR,Exchange CAS/HTS server,VIRTUAL
ASPRDUDCEX022,W2008 R2,US - RTP,AUS,DR,Exchange CAS/HTS server,VIRTUAL
ASPRDUDCEX031,W2008 R2,US - RTP,AUS,DR,Exchange Edge Server,X3550 M3
ASPRDUDCTM010,W2008 R2,US - RTP,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPRDUDCTM020,W2008 R2,US - RTP,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPRDUDCTM030,W2008 R2,US - RTP,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPRDUDCTM040,W2008 R2,US - RTP,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPRDUDCTM050,W2008 R2,US - RTP,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPRDUDCTM060,W2003,US - RTP,AUS,Production,CITRIX Server in Farm- AST50FARM,VIRTUAL
ASPRDUDCTM070,W2003,US - RTP,AUS,Production,CITRIX Server in Farm- AST50FARM,VIRTUAL
ASPRDUDCTM080,W2008 R2,US - RTP,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPRDUDCTM090,W2008 R2,US - RTP,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPRDUDCTM100,W2008 R2,US - RTP,AUS,Production,Production Astellas XenApp 6.5 - app hosting (RTP),VIRTUAL
ASPRDUDCTM110,W2008 R2,US - RTP,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPRDUDCTM120,W2008 R2,US - RTP,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPRDUDCTM400,W2008 R2,US - RTP,AUS,Production,Citrix,VIRTUAL
ASPRDUDCTM410,W2008 R2,US - RTP,AUS,Production,Citrix,VIRTUAL
ASPRDUDCWN010,W2008,US - RTP,AUS,Production,WINS,VIRTUAL
ASPSAOOFDC010,W2008,BR - Sao Paulo,AUS,Production,AST Domain Controller (americas.astellas.net) - San Paulo,VIRTUAL
ASPSAOOFFP01,W2008 R2,BR - Sao Paulo,AUS,Production,File and print (Media Management Server),DL380 G8
ASPSAOOFVS010,W2008,BR - Sao Paulo,AUS,Production,AST Hyper-V HOST (hosting DC Virtual Server) - San Paulo,DL380 G5
ASPSAOOFVS020,W2012 R2,BR - Sao Paulo,AUS,PROD,Hyper V Host,UNKNOWN
ASPSAOOFVS030,W2012 R2,BR - Sao Paulo,AUS,PROD,Hyper V Host,UNKNOWN
ASPSMORCDC010,W2008,US - Santa Monica,AUS,Production,AST Domain Controller (americas.astellas.net) - Agensys,VIRTUAL
ASPSMORCDC020,W2008,US - Santa Monica,AUS,Production,AST Domain Controller (americas.astellas.net) – Agensys,VIRTUAL
ASPSMORCDT010,W2008 R2,US - Santa Monica,AUS,QA,AST SCCM Prod App Remote Server,DL380 G5
ASPSMORCVS010,W2008,US - Santa Monica,AUS,Production,,DL360 G6
ASPSMORCVS020,W2008,US - Santa Monica,AUS,Production,,DL360 G7
ASPSMORCVS030,W2012 R2,US - Santa Monica,AUS,PROD,Hyper V Host,UNKNOWN
ASPSMORCVS040,W2012 R2,US - Santa Monica,AUS,PROD,Hyper V Host,UNKNOWN
ASPTYOCTDC010,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
ASPWBUDCAG010,W2008 R2,US - BLD,AUS,DEV,IBM Citrix NetScaler VPX,X3550 M3
ASPWBUDCAP010,W2008 R2,US - BLD,AUS,Production,Quest Reporter Prod App Server,VIRTUAL
ASPWBUDCAP020,W2008,US - BLD,AUS,Production,Autonomy EAS server,X3650 M4
ASPWBUDCAP030,W2008,US - BLD,AUS,Production,Autonomy EAS server,X3650 M4
ASPWBUDCAP040,W2008,US - BLD,AUS,Production,Autonomy EAS server,X3650 M4
ASPWBUDCAP050,W2008,US - BLD,AUS,Production,Autonomy EAS server,X3650 M4
ASPWBUDCAP060,W2008,US - BLD,AUS,Production,Autonomy EAS server,X3650 M4
ASPWBUDCAP070,W2008,US - BLD,AUS,Production,Autonomy EAS server,X3650 M4
ASPWBUDCAP080,RHEL 6.7,US - BLD,AUS,Production,ADMS-PRODUCTION,VIRTUAL
ASPWBUDCAP100,W2012 R2,US - BLD,AUS,,SharePoint 2013,VIRTUAL
ASPWBUDCAP110,W2012 R2,US - BLD,AUS,,SharePoint 2013,VIRTUAL
ASPWBUDCAP120,W2012 R2,US - BLD,AUS,,SharePoint 2013,VIRTUAL
ASPWBUDCAP130,W2012 R2,US - BLD,AUS,,SharePoint 2013,VIRTUAL
ASPWBUDCAP140,W2012 R2,US - BLD,AUS,,SharePoint 2013,VIRTUAL
ASPWBUDCAP150,W2012 R2,US - BLD,AUS,,SharePoint 2013,VIRTUAL
ASPWBUDCAP160,W2012 R2,US - BLD,AUS,,SharePoint 2013,VIRTUAL
ASPWBUDCAP170,W2012 R2,US - BLD,AUS,,SharePoint 2013,VIRTUAL
ASPWBUDCAP180,RHEL 6.5,US - RTP,AUS,DEV,SAP Fiori Gateway,VIRTUAL
ASPWBUDCAP190,W2008 R2,US - BLD,AUS,Production,AST Trackwise ,VIRTUAL
aspwbudcap210,W2008 R2,US - RTP,AUS,Production,PROD Cognos/Informatica,X3550 M4
aspwbudcap220,W2008 R2,US - RTP,AUS,Production,PROD Qlikview App1,X3550 M4
ASPWBUDCAP230,RHEL 6.7,US - BLD,AUS,Prod,PROD ControlM App1,VIRTUAL
ASPWBUDCAP240,RHEL 6.7,US - BLD,AUS,Prod,PROD ModelN App1,VIRTUAL
ASPWBUDCAP250,RHEL 6.7,US - BLD,AUS,Prod,PROD ModelN App2,VIRTUAL
ASPWBUDCAP260,RHEL 6.7,US - BLD,AUS,Prod,PROD ModelN App3,VIRTUAL
ASPWBUDCAP270,W2008 R2,US - BLD,AUS,Production,eCTDXpress ,VIRTUAL
ASPWBUDCAP280,W2008 R2,US - BLD,AUS,Production,eCTDXpress ,VIRTUAL
ASPWBUDCAP290,W2008 R2,US - BLD,AUS,Production,eCTDXpress ,VIRTUAL
ASPWBUDCAP300,W2008 R2,US - BLD,AUS,Production,eCTDXpress ,VIRTUAL
ASPWBUDCAP310,W2008 R2,US - BLD,AUS,Production,0,VIRTUAL
ASPWBUDCAP320,W2008 R2,US - BLD,AUS,Production,0,VIRTUAL
ASPWBUDCAP330,W2008 R2,US - BLD,AUS,Production,0,VIRTUAL
ASPWBUDCAP340,RHEL 6.7,US - BLD,AUS,PROD,0,VIRTUAL
ASPWBUDCAP350,RHEL 6.7,US - BLD,AUS,PROD,0,VIRTUAL
ASPWBUDCAP360,RHEL 6.7,US - BLD,AUS,PROD,0,VIRTUAL
ASPWBUDCAP381,RHEL 6.5,US - BLD,AUS,Production,MDP,DL380 G8
ASPWBUDCAP382,RHEL 6.5,US - BLD,AUS,Production,MDP,DL380 G8
aspwbudcap390,RHEL 6.7,US - BLD,AUS,Production,MODEL N,X3650 M3
ASPWBUDCAP400,W2012 R2,US - BLD,AUS,Production,HPRM,VIRTUAL
ASPWBUDCAP410,W2012 R2,US - BLD,AUS,Production,HPRM,VIRTUAL
ASPWBUDCAP420,W2012 R2,US - BLD,AUS,Production,HPRM,VIRTUAL
ASPWBUDCAP440,W2012 R2,US - BLD,AUS,Production,Citrix Store Front server,VIRTUAL
ASPWBUDCAP450,W2012 R2,US - BLD,AUS,Production,Citrix Desktop Delivery Controller,VIRTUAL
ASPWBUDCAP460,W2012 R2,US - BLD,AUS,PROD,AST SAP Brazil Financial Prod Virtual Server,VIRTUAL
ASPWBUDCAP470 ,W2012 R2,US - BLD,AUS,Production,Winshuttle Foundation,VIRTUAL
aspwbudcapm10,RHEL 6.5,US - BLD,AUS,Misc,MDM QUALITY STAGE,VIRTUAL
aspwbudcapm20,RHEL 6.5,US - BLD,AUS,Misc,MDM APP SERVER,VIRTUAL
ASPWBUDCAPQ10,W2008 R2,US - BLD,AUS,Production,PROD QlikView Application Server,X3650 M4
ASPWBUDCAPQ20,W2008 R2,US - BLD,AUS,Production,PROD QlikView Application Server ,X3650 M4
ASPWBUDCAPQ30,W2008 R2,US - BLD,AUS,Production,PROD QlikView Application Server,X3650 M4
ASPWBUDCAPQ40,W2008 R2,US - BLD,AUS,Production,PROD QlikView Publisher Server,X3650 M4
aspwbudcapr40,RHEL 6.5,US - BLD,AUS,QA/UAT,RDM APPLICATION SERVER 1 PROD,VIRTUAL
aspwbudcapr50,RHEL 6.5,US - RTP,AUS,Misc,RDM APPLICATION SERVER 2 PROD,VIRTUAL
ASPWBUDCCA010,W2008 R2,US - BLD,AUS,Production,NDES,VIRTUAL
ASPWBUDCDB010,W2008 R2,US - BLD,AUS,Production,Citrix servers,VIRTUAL
ASPWBUDCDB020,W2008 R2,US - BLD,AUS,Production,Quest Reporter Prod DB Server,VIRTUAL
ASPWBUDCDB031,W2012 R2,US - BLD,AUS,Production,Sharepoint,X3650
ASPWBUDCDB032,W2012 R2,US - BLD,AUS,Production,Sharepoint,X3650
aspwbudcdb040,RHEL 6.7,US - BLD,AUS,Prod,PROD ModelN DB1,X3650 M4
ASPWBUDCDB101,W2008,US - BLD,AUS,Production,Autonomy SQL Node 1,X3650 M4
ASPWBUDCDB102,W2008,US - BLD,AUS,Production,Autonomy SQL Node 2,X3650 M4
ASPWBUDCDC010,W2008,US - BLD,AUS,Production,Domain controller,X3550 M4
ASPWBUDCDC020,W2008,US - BLD,AUS,Production,Domain controller,VIRTUAL
ASPWBUDCDC030,W2008 R2,US - BLD,AUS,Production,Domain controller,VIRTUAL
ASPWBUDCDC040,W2008 R2,US - BLD,AUS,Production,Domain controller,VIRTUAL
ASPWBUDCDH010,W2008 R2,US - BLD,AUS,Production,AST DHCP,VIRTUAL
ASPWBUDCEX011,W2008 R2,US - BLD,AUS,Production,Exch Mailbox server 1 Boulder,X240 Compute Node
ASPWBUDCEX012,W2008 R2,US - BLD,AUS,Production,Exch Mailbox server 2 Boulder,X240 Compute Node
ASPWBUDCEX013,W2008 R2,US - BLD,AUS,Production,Exch Mailbox server 3 Boulder,X240 Compute Node
ASPWBUDCEX021,W2008 R2,US - BLD,AUS,Production,Exch CAS/HUB 1 Boulder,VIRTUAL
ASPWBUDCEX022,W2008 R2,US - BLD,AUS,Production,Exch CAS/HUB 2 Boulder,VIRTUAL
ASPWBUDCEX023,W2008 R2,US - BLD,AUS,Production,Exchange CAS/HTS server,VIRTUAL
ASPWBUDCEX031,W2008 R2,US - BLD,AUS,Production,Exchange Edge Server,X3550 M3
ASPWBUDCEX032,W2008 R2,US - BLD,AUS,Production,Exchange Edge Server,X3550 M3
ASPWBUDCEX24,W2008 R2,US - BLD,AUS,Prod,,VIRTUAL
ASPWBUDCEX25,W2008 R2,US - BLD,AUS,Prod,,VIRTUAL
ASPWBUDCFTP010,W2008 R2,US - BLD,AUS,Production,FTP Sever transfer.astellas.us,X3550 M3
ASPWBUDCMN010,W2008 R2,US - BLD,AUS,Production,Symantec Management Server ,VIRTUAL
ASPWBUDCRDB010,W2008 R2,US - BLD,AUS,Production,AST Intranet SQL Cluster,X3650
ASPWBUDCRDB020,W2008 R2,US - BLD,AUS,Production,AST Intranet SQL Cluster,X3650
ASPWBUDCTM010,W2008 R2,US - BLD,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPWBUDCTM020,W2008 R2,US - BLD,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPWBUDCTM030,W2008 R2,US - BLD,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPWBUDCTM040,W2008 R2,US - BLD,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPWBUDCTM050,W2008 R2,US - BLD,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPWBUDCTM060,W2008 R2,US - BLD,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPWBUDCTM070,W2008 R2,US - BLD,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPWBUDCTM080,W2003,US - BLD,AUS,Production,CITRIX Server in Farm- AST50FARM,VIRTUAL
ASPWBUDCTM090,W2003,US - BLD,AUS,Production,CITRIX Server in Farm- AST50FARM,VIRTUAL
ASPWBUDCTM100,W2003,US - BLD,AUS,Production,CITRIX Server in Farm- AST50FARM,VIRTUAL
ASPWBUDCTM110,W2008 R2,US - BLD,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPWBUDCTM120,W2003,US - BLD,AUS,Production,Citrix servers + license server,VIRTUAL
ASPWBUDCTM130,W2008 R2,US - BLD,AUS,Production,Citrix servers,VIRTUAL
ASPWBUDCTM140,W2008 R2,US - BLD,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPWBUDCTM150,W2008 R2,US - BLD,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPWBUDCTM160,W2008 R2,US - BLD,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPWBUDCTM170,W2008 R2,US - BLD,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPWBUDCTM180,W2008 R2,US - BLD,AUS,Production,CITRIX Server in Farm- AST65PROD,VIRTUAL
ASPWBUDCTM190,W2008 R2,US - BLD,AUS,Production,Production Astellas XenApp 6.5 - app hosting (BOU),VIRTUAL
ASPWBUDCTM200,W2008 R2,US - BLD,AUS,Production,Production Astellas XenApp 6.5 - app hosting (BOU),VIRTUAL
ASPWBUDCTM210,W2008 R2,US - BLD,AUS,Production,Production Astellas XenApp 6.5 - app hosting (BOU),VIRTUAL
ASPWBUDCTM400,W2008 R2,US - BLD,AUS,Production,Citrix,VIRTUAL
ASPWBUDCTM410,W2008 R2,US - BLD,AUS,Production,Citrix,VIRTUAL
ASPWBUDCTM420,W2008 R2,US - BLD,AUS,Production,Citrix,VIRTUAL
ASPWBUDCTM430,W2008 R2,US - BLD,AUS,Production,Citrix,VIRTUAL
ASPWBUDCTM440,W2008 R2,US - BLD,AUS,Production,Citrix,VIRTUAL
ASPWBUDCVS020,W2008 R2,US - BLD,AUS,Production,GroupWare,VIRTUAL
ASPWBUDCVS030,W2008 R2,US - BLD,AUS,Production,GroupWare,VIRTUAL
ASPWBUDCVS050,RHEL 6.5,US - BLD,AUS,Production,0,VIRTUAL
ASPWBUDCVS090,W2008,US - BLD,AUS,Production,Autonomy EAS server,VIRTUAL
ASPWBUDCWB010,W2008 R2,US - BLD,AUS,Production,AST Internet Infrastructure DMZ Prod App Server,X3650
ASPWBUDCWB020,W2008 R2,US - BLD,AUS,Production,AST Internet Infrastructure DMZ Prod App Server,X3650 M4
ASPWBUDCWB030,W2008 R2,US - BLD,AUS,Production,CITRIX Server,VIRTUAL
ASPWBUDCWB040,W2008 R2,US - BLD,AUS,Production,CITRIX servers / IBM 6.5 Web Interface server,VIRTUAL
ASPWBUDCWB050,RHEL 6.7,US - BLD,AUS,Production,ADMS-PRODUCTION,VIRTUAL
ASPWBUDCWB060,RHEL 6.7,US - BLD,AUS,Production,ADMS-PRODUCTION,VIRTUAL
ASPWBUDCWB071,W2012 R2,US - BLD,AUS,,SharePoint 2013,VIRTUAL
ASPWBUDCWB072,W2012 R2,US - BLD,AUS,,SharePoint 2013,VIRTUAL
ASPWBUDCWB080,W2012 R2,US - BLD,AUS,Production,OrgPublisher,VIRTUAL
ASPWBUDCWBQ10,W2008 R2,US - BLD,AUS,Production,PROD QlikView DMZ Web Server (#1),X3550 M4
ASPWBUDCWBQ20,W2008 R2,US - BLD,AUS,Production,PROD QlikView DMZ Web Server (#2),X3550 M4
ASPWBUDCWN010,W2008,US - BLD,AUS,Production,WINS,VIRTUAL
ASPYYZHQDC010,W2008,CA - Markham,AUS,Production,AST Domain Controller (americas.astellas.net) – Agensys,VIRTUAL
ASPYYZHQVS010,W2008,CA - Markham,AUS,Production,AST Hyper-V HOST (hosting DC Virtual Server)- Markham,DL360 G6
ASPYYZHQVS020,W2012 R2,CA - Markham,AUS,PROD,Hyper V Host,UNKNOWN
ASQMFHDRAP010,W2008 R2,US - RTP,AUS,QA,AST TeamConnect QA App Server,X3550 M4
ASQMFHDRAP020,W2008 R2,US - RTP,AUS,QA,AST Global Submit QA ,DL380 G7
ASQMFHDRAP030,W2008 R2,US - RTP,AUS,QA,AST InputAccel QA Module,VIRTUAL
ASQMFHDRAP040,W2008 R2,US - RTP,AUS,QA,AST InputAccel QA e-input,VIRTUAL
ASQMFHDRAP050,W2008 R2,US - RTP,AUS,QA,AST InputAccel QA Scan,VIRTUAL
ASQMFHDRAP150,W2008 R2,US - RTP,AUS,QA,AST ADMS ADTS QA,VIRTUAL
ASQMNZDRVS010,W2008 R2,US - RTP,AUS,QA,AST Autonomy EAS Child QA App Server,VIRTUAL
ASQMNZDRVS020,W2008 R2,US - RTP,AUS,QA,AST Autonomy EAS Parent QA App Server,VIRTUAL
ASQMNZDRVS030,W2008,US - RTP,AUS,QA,AST Autonomy IDOL QA App Server,VIRTUAL
ASQMNZDRVS040,W2008,US - RTP,AUS,QA,AST Autonomy IDOL QA App Server,VIRTUAL
ASQMNZDRVS050,W2008,US - RTP,AUS,QA,AST Autonomy EAS Indexer QA App Server,VIRTUAL
ASQMNZDRVS060,W2008,US - RTP,AUS,QA,AST Automony ALH/ECA QA/UAT App Server,VIRTUAL
ASQMNZDRVS070,W2008,US - RTP,AUS,QA,AST Automony ALH Connector/Collector QA/UAT App Server,VIRTUAL
ASQMNZDRVS080,W2008,US - RTP,AUS,QA,AST Autonomy IDOL QA App Server,VIRTUAL
ASQMNZDRVS090,W2008,US - RTP,AUS,QA,AST Autonomy IDOL QA App Server,VIRTUAL
ASQOSAKSDC010,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
ASQRDUDCAP010,RHEL 6.7,US - RTP,AUS,QA/UAT,ADMS-QA,VIRTUAL
ASQRDUDCAP020,W2012 R2,US - RTP,AUS,,SharePoint 2013,VIRTUAL
ASQRDUDCAP030,W2012 R2,US - RTP,AUS,,SharePoint 2013,VIRTUAL
ASQRDUDCAP040,W2012 R2,US - RTP,AUS,,SharePoint 2013,VIRTUAL
ASQRDUDCAP050,W2012 R2,US - RTP,AUS,,SharePoint 2013,VIRTUAL
ASQRDUDCAP060,W2012 R2,US - RTP,AUS,,SharePoint 2013,VIRTUAL
ASQRDUDCAP070,W2012 R2,US - RTP,AUS,,SharePoint 2013,VIRTUAL
ASQRDUDCAP080,W2012 R2,US - RTP,AUS,,SharePoint 2013,VIRTUAL
ASQRDUDCAP090,W2012 R2,US - RTP,AUS,,SharePoint 2013,VIRTUAL
ASQRDUDCAP100,RHEL 6.5,US - BLD,AUS,PROD,SAP Fiori Gateway,VIRTUAL
ASQRDUDCAP130,RHEL 6.7,US - RTP,AUS,QA,QA ControlM App1,VIRTUAL
ASQRDUDCAP140,RHEL 6.7,US - RTP,AUS,QA,QA ModelN App1,VIRTUAL
ASQRDUDCAP150,RHEL 6.7,US - RTP,AUS,QA,QA ModelN App2,VIRTUAL
ASQRDUDCAP160,RHEL 6.7,US - RTP,AUS,QA,QA ModelN App3,VIRTUAL
ASQRDUDCAP170,RHEL 6.7,US - RTP,AUS,QA,QA ModelN App2,X3550 M4
ASQRDUDCAP180,W2008 R2,US - RTP,AUS,QA,eCTDXpress ,VIRTUAL
ASQRDUDCAP190,W2008 R2,US - RTP,AUS,QA,eCTDXpress ,VIRTUAL
ASQRDUDCAP220,W2008 R2,US - RTP,AUS,QA,AST Trackwise ,VIRTUAL
ASQRDUDCAP400,W2012 R2,US - RTP,AUS,QA,HPRM,VIRTUAL
ASQRDUDCAP410,W2012 R2,US - RTP,AUS,QA,HPRM,VIRTUAL
ASQRDUDCAP420,W2012 R2,US - RTP,AUS,QA,HPRM,VIRTUAL
ASQRDUDCAP430,W2012 R2,US - RTP,AUS,QA,AST SAP Brazil Financial QA Virtual Server,VIRTUAL
asqrdudcapr20,RHEL 6.5,US - RTP,AUS,Misc,RDM APPLICATION SERVER 1 QA,VIRTUAL
asqrdudcapr30,RHEL 6.5,US - RTP,AUS,Misc,RDM APPLICATION SERVER 2 QA,VIRTUAL
ASQRDUDCDB011,W2012 R2,US - RTP,AUS,Production,Sharepoint,X3550 M4
ASQRDUDCDB012,W2012 R2,US - RTP,AUS,Production,Sharepoint,X3550 M4
ASQRDUDCDB020,RHEL 6.7,US - RTP,AUS,QA,QA ModelN App1,X3650 M5
ASQRDUDCWB010,W2008 R2,US - RTP,AUS,QA,AST Internet Infrastructure DMZ QA App Server,X3650 M4
ASQRDUDCWB020,W2008 R2,US - RTP,AUS,QA,AST Internet Infrastructure DMZ QA App Server,X3650 M4
ASQRDUDCWB030,RHEL 6.7,US - RTP,AUS,QA/UAT,ADMS-QA,VIRTUAL
ASQRDUDCWB041,W2012 R2,US - RTP,AUS,,SharePoint 2013,VIRTUAL
ASQRDUDCWB042,W2012 R2,US - RTP,AUS,,SharePoint 2013,VIRTUAL
ASQTYOCTDB010,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
ASQTYOCTDC020,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
ASQTYOCTDC030,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
ASQTYOCTDC040,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
ASQTYOCTEX010,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
ASQTYOCTEX021,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
ASQTYOCTFS010,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
ASQTYOCTFS020,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
ASQTYOCTMN010,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
ASQTYOCTMN020,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
ASTCGPD1,W2003,US - BLD,AUS,Production,AST Cognos Prod DB Server,X3550 M3
