Host Name,OS,LOCATION,REGION,Environment,APPLICATION,MODEL
JPPTYOCTVS611,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTVS612,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTVS613,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTVS614,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTVS621,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTVS622,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTVS623,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTVS624,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTVS625,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTVS626,W2008 R2,JP - Makuhari DC,API,Production,,BL460C G9
JPPTYOCTVS631,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTVS632,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTVS633,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTVS641,W2008 R2,JP - Makuhari DC,API,Development,,BL460C G9
JPPTYOCTVS642,W2008 R2,JP - Makuhari DC,API,Development,,BL460C G9
JPPTYOCTWB020,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTWB060,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTWB070,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTWB080,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTWB091,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTWB092,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTWB100,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB111,W2008 R2,JP - Makuhari DC,API,Production,,DL360 G7
JPPTYOCTWB112,W2008 R2,JP - Makuhari DC,API,Production,,DL360 G7
JPPTYOCTWB120,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB130,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTWB140,W2008 R2,JP - Makuhari DC,API,Production,,DL360 G7
JPPTYOCTWB151,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB152,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB153,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB154,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB155,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB156,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB157,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB158,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB159,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB15A,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB160,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB170,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB180,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB220,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB230,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB260,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB270,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB280,W2008 R2,JP - Makuhari DC,API,Training,,VIRTUAL
JPPTYOCTWB290,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTWB300,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTWB321,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB322,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB330,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB350,W2008 R2,JP - Makuhari DC,API,Development,,VIRTUAL
JPPTYOCTWB381,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB382,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB383,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB384,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB385,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB386,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB387,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB390,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB400,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB410,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB420,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB430,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTWB440,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP020,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYODCAP030,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP040,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP050,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP060,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP070,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP090,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP100,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP110,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP120,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP130,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP140,W2012,IBM Makuhari DC,API,Production,,DL320e G8
JPPTYODCAP150,W2008 R2,JP - Makuhari DC,API,Development,,VIRTUAL
JPPTYODCAP160,W2008 R2,JP - Makuhari DC,API,Development,,VIRTUAL
JPPTYODCAP170,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYODCAP180,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYODCAP190,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP200,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP210,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP220,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP230,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP240,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP250,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCAP270,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCBK010,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCBK020,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCBK030,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCBK040,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCBK050,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCBK060,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCBK070,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCBK080,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCBK090,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCBK100,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCBK110,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCBK120,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCBK130,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCBK140,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCBK150,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB010,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYODCDB020,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB030,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB040,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB050,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB060,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB080,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB090,W2012,IBM Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYODCDB100,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB110,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB120,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYODCDB130,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB150,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB160,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB170,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB180,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB190,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB200,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB210,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB220,W2008 R2,JP - Makuhari DC,API,Sandbox,,DL380 G7 SFF
JPPTYODCDB230,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB241,W2012,IBM Makuhari DC,API,Production,,DL360 G9
JPPTYODCDB242,W2012,IBM Makuhari DC,API,Production,,DL360 G9
JPPTYODCDB250,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCDB260,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCFS011,W2012 R2,IBM Makuhari DC,API,Production,,DL380 G9
JPPTYODCFS012,W2012 R2,IBM Makuhari DC,API,Production,,DL380 G9
JPPTYODCFS021,W2012 R2,IBM Makuhari DC,API,Production,,DL380 G9
JPPTYODCFS022,W2012 R2,IBM Makuhari DC,API,Production,,DL380 G9
JPPTYODCFS031,W2012 R2,IBM Makuhari DC,API,Production,,DL380 G9
JPPTYODCFS032,W2012 R2,IBM Makuhari DC,API,Production,,DL380 G9
JPPTYODCFS040,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA010,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA020,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA030,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA040,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA050,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA060,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA070,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA080,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA090,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA100,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA110,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA120,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA130,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA140,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA150,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA160,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCLA170,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYODCTM040,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCTM050,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCTM060,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCTM070,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCVS010,W2012,IBM Makuhari DC,API,Sandbox,,BL460C G9
JPPTYODCVS020,W2012,IBM Makuhari DC,API,Development,,BL460C G9
JPPTYODCVS030,W2012,IBM Makuhari DC,API,Pre-Production,,BL460C G9
JPPTYODCVS040,W2012,IBM Makuhari DC,API,Pre-Production,,BL460C G9
JPPTYODCVS050,W2012,IBM Makuhari DC,API,Production,,BL460C G9
JPPTYODCVS060,W2012,IBM Makuhari DC,API,Production,,BL460C G9
JPPTYODCVS071,W2012 R2,IBM Makuhari DC,API,Production,,BL460C G9
JPPTYODCVS072,W2012 R2,IBM Makuhari DC,API,Production,,BL460C G9
JPPTYODCVS073,W2012 R2,IBM Makuhari DC,API,Production,,BL460c G9
JPPTYODCVS074,W2012 R2,IBM Makuhari DC,API,Production,,BL460c G9
JPPTYODCVS081,W2012 R2,IBM Makuhari DC,API,Production,,BL460C G9
JPPTYODCVS082,W2012 R2,IBM Makuhari DC,API,Production,,BL460C G9
JPPTYODCVS083,W2012 R2,IBM Makuhari DC,API,Production,,BL460C G9
JPPTYODCVS084,W2012 R2,IBM Makuhari DC,API,Production,,BL460C G9
JPPTYODCVS085,W2012 R2,IBM Makuhari DC,API,Production,,BL460C G9
JPPTYODCVS086,W2012 R2,IBM Makuhari DC,API,Production,,BL460C G9
JPPTYODCWB010,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCWB020,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCWB030,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYODCWB040,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCWB050,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCWB060,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCWB070,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCWB080,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYODCWB090,W2012,IBM Makuhari DC,API,Production,,DL320e G8
JPPTYODCWB100,W2012,IBM Makuhari DC,API,Production,,DL320e G8
JPPTYODCWB110,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYOHQAP090,W2012,JP - Tokyo,API,Production,,VIRTUAL
JPPTYOHQAP100,W2012,JP - Tokyo,API,Production,,VIRTUAL
JPPTYOHQAP110,W2012,JP - Tokyo,API,Production,,VIRTUAL
JPPTYOHQAP120,W2012,JP - Tokyo,API,Production,,VIRTUAL
JPPTYOHQDH010,W2012,JP - Tokyo,API,Production,,DL360e G8
JPPTYOHQDH020,W2012,JP - Tokyo,API,Production,,DL360e G8
JPPTYOHQDH030,W2012,JP - Tokyo,API,Production,,DL360e G8
JPPTYOHQDH040,W2012,JP - Tokyo,API,Production,,DL360e G8
JPPTYOHQDT010,W2008 R2,JP - Tokyo,API,Production,,VIRTUAL
JPPTYOHQDT020,W2008 R2,JP - Tokyo,API,Production,,VIRTUAL
JPPUKYRCDH010,W2012,JP - Kyoto,API,Production,,DL360e G8
JPPUKYRCDT010,W2008,JP - Kyoto,API,Production,,VIRTUAL
JPPYIZRCAP070,W2012,JP - Yaizu,API,Production,,VIRTUAL
JPPYIZRCAP080,W2012,JP - Yaizu,API,Production,,VIRTUAL
JPPYIZRCDH010,W2012,Yaizu,API,Production,,DL360e G8
JPPYIZRCDH020,W2012,Yaizu,API,Production,,DL360e G8
JPPYIZRCDT010,W2008 R2,JP - Yaizu,API,Production,,VIRTUAL
JPPYIZRCDT020,W2008 R2,JP - Yaizu,API,Production,,VIRTUAL
JPQDAABI01,SUSE 11,IBM Makuhari DC,API,Pre-Production,,BL460C G9
JPQDAABI02,SUSE 11,IBM Makuhari DC,API,Development,,VIRTUAL
JPQDAABI03,SUSE 11,IBM Makuhari DC,API,Production,,VIRTUAL
JPQDAABI04,SUSE 11,IBM Makuhari DC,API,Pre-Production,,BL460C G9
JPQDAABI05,SUSE 11,IBM Makuhari DC,API,Pre-Production,,BL460C G9
JPQDAABI06,SUSE 11,IBM Makuhari DC,API,Pre-Production,,VIRTUAL
JPQOSADCDB010,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSADCDB020,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSADCDB030,W2008 R2,JP - Nanko DC,API,Pre-Production,,DL160 G9
JPQOSADCDB040,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSADCDB050,W2008,JP - Nanko DC,API,Development,,VIRTUAL
JPQOSADCVS010,W2008 R2,JP - Nanko DC,API,Pre-Production,,DL380 G9
JPQOSADCVS020,W2008 R2,JP - Nanko DC,API,Pre-Production,,DL380 G9
JPQOSADCWB020,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSADCWB030,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSADCWB040,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSAKSAP010,W2008 R2,JP - Nanko DC,API,Pre-Production,,DL160 G6
JPQOSAKSBK021,W2008 R2,JP - Nanko DC,API,Pre-Production,,DL370 G6
JPQOSAKSBK030,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSAKSDB010,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSAKSDB020,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSAKSDB040,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSAKSDB291,W2008 R2,JP - Nanko DC,API,Pre-Production,,DL385
JPQOSAKSDC010,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSAKSEX011,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSAKSEX020,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSAKSEX071,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSAKSFS020,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSAKSFS030,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQOSAKSFS041,W2008 R2,JP - Nanko DC,API,Pre-Production,,DL360 G4p
JPQOSAKSFS042,W2008 R2,JP - Nanko DC,API,Pre-Production,,DL360 G4p
JPQOSAKSWB030,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCAMN010,W2012,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCAPR011,W2012,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCAPR012,W2012,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCAPR013,W2012,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP030,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP050,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP120,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP150,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP170,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP190,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP210,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP220,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP230,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP241,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTAP242,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTAP250,W2008 R2,UNKNOWN,API,Development,,VIRTUAL
JPQTYOCTAP260,W2008 R2,UNKNOWN,API,Development,,VIRTUAL
JPQTYOCTAP270,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP320,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP330,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP350,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP360,W2012,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP370,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP470,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP480,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTAP490,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTBK010,W2008 R2,JP - Nanko DC,API,Pre-Production,,DL360 G4p
JPQTYOCTBK021,W2008 R2,JP - Nanko DC,API,Pre-Production,,DL370 G6
JPQTYOCTBK030,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTBK040,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTBK050,W2012,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB040,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB060,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB070,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB080,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB130,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB140,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB150,W2008,UNKNOWN,API,Development,,VIRTUAL
JPQTYOCTDB160,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB170,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB180,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB291,W2008 R2,JP - Nanko DC,API,Pre-Production,,DL385
JPQTYOCTDB300,W2008 R2,UNKNOWN,API,Development,,VIRTUAL
JPQTYOCTDB310,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB320,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB340,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB350,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB381,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTDB382,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTDB390,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB401,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTDB402,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTDB410,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB420,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB430,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB460,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB500,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB510,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB520,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB530,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB560,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB570,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB580,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB590,W2012,IBM Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTDB600,W2012,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDB610,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDC010,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDC020,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDC030,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDH010,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTDT040,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTDT050,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTEX011,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTEX012,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTEX013,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTEX020,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTEX030,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTEX041,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTEX051,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTEX061,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTEX071,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTEX072,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTEX073,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTFS041,W2008 R2,JP - Nanko DC,API,Pre-Production,,DL360 G4p
JPQTYOCTFS042,W2008 R2,JP - Nanko DC,API,Pre-Production,,DL360 G4p
JPQTYOCTFS060,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTFS070,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
